# Newly-confirmed REGION-SAME no-funcmap US-C-portable functions.
# Generated by scripts/classify_nofuncmap.py (relocation-aware
# find_runs-style match + raw-byte exact pre-pass). These are NOT in
# layout/us_jp_funcmap.tsv -- the harvest agents can target them next.
# tier: exact=raw US bytes unique in JP (immediately portable);
#       reloc-unique=isolated-compile masked .text unique in JP;
#       reloc-ambiguous=masked .text matches >=2 JP sites (carve w/ neighbour).
# jp_addr	us_addr	size	tier	name	tu
080B51DC	080B05C4	72	reloc-unique	ExtramenuUnk_DrawIconLoop	extramenu_unk
080B5250	080B0638	60	reloc-unique	PutChapterBannerSprites	bonusclaim
080B528C	080B0674	136	reloc-unique	BonusClaim_DrawChapterTitle	bonusclaim
080B5314	080B06FC	100	reloc-unique	BonusClaim_HBlankHandler	bonusclaim
080B5378	080B0760	308	reloc-unique	InitBonusClaimData	bonusclaim
080B5640	080B0A24	44	reloc-unique	SetBonusItemClaimed	bonusclaim
080B566C	080B0A50	108	reloc-unique	SetupBonusClaimTargets	bonusclaim
080B56D8	080B0ABC	32	reloc-unique	BonusClaim_DrawMainWindowFrame	bonusclaim
080B56F8	080B0ADC	604	reloc-unique	BonusClaim_Init	bonusclaim
080B5C24	080B1008	24	reloc-unique	BonusClaim_EndTargetSpriteWorker	bonusclaim
080B5F70	080B1350	108	reloc-unique	BonusClaim_EndSelectTargetSubMenu	bonusclaim
080B62FC	080B16DC	36	reloc-unique	GetSelectedOptionValue	uiconfig
080B63A4	080B1784	96	reloc-unique	DrawGameOptionHelpText	uiconfig
080B6404	080B17E4	108	reloc-unique	DrawGameOptionText	uiconfig
080B6470	080B1850	208	reloc-unique	DrawOptionValueTexts	uiconfig
080B6558	080B1938	208	reloc-unique	DrawConfigUiSprites	uiconfig
080B6628	080B1A08	648	reloc-unique	Config_Init	uiconfig
080B7E9C	080B32AC	312	reloc-unique	ClassIntroFlare_Loop	opinfo
080B87C0	080B3C14	60	reloc-unique	ClassInfoDisplay_AutoAdvanceWorker	opinfo
080B8930	080B3D84	148	reloc-unique	ClassInfoDisplay_ExecScript	opinfo
080B89C4	080B3E18	132	reloc-unique	ClassInfoDisplay_LoopScript	opinfo
080B8A48	080B3E9C	64	reloc-unique	ClassInfoDisplay_OnEnd	opinfo
080B8CF0	080B4168	88	reloc-unique	StartShopDialogue	bmshop
080BA2F0	080B576C	32	reloc-unique	StartArenaScreen	uiarena
080BA4F4	080B5970	40	reloc-unique	ArenaUi_UpdatePlayerUnitAfterBattle	uiarena
080BA5BC	080B5A38	68	reloc-unique	ArenaUi_ConfirmWager	uiarena
080BA638	080B5AB4	76	reloc-unique	ArenaUi_StartArenaBattle	uiarena
080BA8CC	080B5D48	20	reloc-unique	ArenaUi_IsTalkChoiceYes	uiarena
080BA8F8	080B5D74	248	reloc-unique	GetGameTacticsRank	gamerankings
080BA9F0	080B5E6C	56	reloc-ambiguous	GetGameSurvivalRank	gamerankings
080BA9F0	080B61C4	56	reloc-ambiguous	GetChapterSurvivalRank	gamerankings
080BAA28	080B5EA4	248	reloc-unique	GetGameExpRank	gamerankings
080BAB20	080B5F9C	52	reloc-unique	GetGameCombatRank	gamerankings
080BAB54	080B5FD0	160	reloc-unique	GetGameFundsRank	gamerankings
080BACC8	080B6144	128	reloc-unique	GetChapterTacticsRank	gamerankings
080BADB0	080B622C	56	reloc-unique	GetGameDeathCount	gamerankings
080BADE8	080B6264	32	reloc-unique	GetGameWinPerc	gamerankings
080BAE08	080B6284	84	reloc-unique	GetChapterDeathCount	gamerankings
080BB328	080B67E8	40	reloc-unique	SetupCharacterEndingGfx	ending_details
080BB350	080B6810	140	reloc-unique	SetupCharacterEndingBg	ending_details
080BB3DC	080B689C	132	reloc-unique	PutEndingBattleDisplayBg	ending_details
080BB4AC	080B696C	104	reloc-unique	CharacterEnding_Init	ending_details
080BB514	080B69D4	60	reloc-unique	CharacterEnding_0	ending_details
080BB550	080B6A10	60	reloc-unique	GetUnitForCharacterEnding	ending_details
080BB58C	080B6A4C	52	reloc-unique	GetUnitASupporterPid	ending_details
080BB5C0	080B6A80	96	reloc-unique	DoesUnitHavePairedEnding	ending_details
080BB620	080B6AE0	248	reloc-unique	LoadNextCharacterEnding	ending_details
080BB718	080B6BD8	40	reloc-unique	CharacterEnding_StartBattleDisplay	ending_details
080BB754	080B6C14	96	reloc-unique	CharacterEnding_End	ending_details
080BB7E8	080B6CA8	124	reloc-unique	CharacterEnding_LoadUnitBattleStats	ending_details
080BBCF8	080B723C	56	reloc-unique	PairedEndingBattleDisp_InitBlend	ending_details
080BBD30	080B7274	48	reloc-unique	PairedEndingBattleDisp_Loop_Blend	ending_details
080BBD80	080B72C4	136	reloc-unique	EndingBattleInitText	ending_details
080BC058	080B75AC	104	reloc-unique	EndingDetails_InitFog	ending_details
080BC0F4	080B7648	196	reloc-unique	TurnRecord_Init	ending_details
080BC590	080B7B30	168	reloc-unique	TurnRecord_Loop_Main	ending_details
080BCECC	080B8014	340	reloc-unique	TurnRecord_SetupGfx	ending_details
080BD218	080B8350	236	reloc-unique	HandleWMFaceFade	worldmap_face
080BD4F8	080B8630	76	reloc-unique	WMFaceCtrl_Loop	worldmap_face
080BDA6C	080B8BA4	440	reloc-unique	WorldMap_MuWalkLoop	worldmap_main
080BDEB4	080B8FEC	60	reloc-unique	WorldMap_SetNextNodeIcon	worldmap_main
080BDEF0	080B9028	164	reloc-unique	WorldMap_ShowMapUnits	worldmap_main
080BDF94	080B90CC	72	reloc-unique	WorldMap_ResetMapUnits	worldmap_main
080BE01C	080B9154	196	reloc-unique	WorldMap_Init	worldmap_main
080BE6C8	080B982C	80	reloc-ambiguous	WorldMap_RestoreDisplay	worldmap_main
080BE718	080B987C	32	reloc-ambiguous	WorldMap_CallGuide	worldmap_main
080BE94C	080B9AB0	60	reloc-unique	WorldMap_EndSkirmishDisplay	worldmap_main
080BE988	080B9AEC	76	reloc-unique	WorldMap_RemoveMergedSkirmishUnits	worldmap_main
080BE9D4	080B9B38	108	reloc-unique	WorldMap_CallIntroEvent	worldmap_main
080BEA40	080B9BA4	268	reloc-unique	WorldMap_PostBeginningEvent	worldmap_main
080BEB4C	080B9CB0	84	reloc-unique	WorldMap_WaitForChapterIntroEvents	worldmap_main
080BF600	080BA764	180	reloc-unique	MapScreen_Init	worldmap_screen
080BF95C	080BAB0C	228	reloc-unique	GMapScreen_Loop	worldmap_screen
080BFDB4	080BAF84	32	reloc-unique	MapUnitC_SetAnimId	worldmap_gmapunit
080BFF10	080BB0E0	168	reloc-unique	MapUnitC_SetDisplayedClass	worldmap_gmapunit
080BFFF8	080BB1C8	32	reloc-unique	GmapUnitContainer_Init	worldmap_gmapunit
080C003C	080BB20C	88	reloc-unique	GmapUnitFade_Destruct	worldmap_gmapunit
080C009C	080BB26C	220	reloc-unique	GmapUnitFade_InterpolateColor	worldmap_gmapunit
080C0178	080BB348	160	reloc-unique	GmapUnitFade_Loop	worldmap_gmapunit
080C02F0	080BB4C0	120	reloc-unique	StartGmapUnitFadeIn	worldmap_gmapunit
080C0368	080BB538	120	reloc-unique	StartGmapUnitFadeOut	worldmap_gmapunit
080C07E8	080BB9A4	132	reloc-unique	StartGmNodeIconDisplay	worldmap_screen2
080C0A98	080BBC54	116	reloc-unique	MapRoute_RenderOpenPaths	worldmap_path
080C0B0C	080BBCC8	220	reloc-unique	MapRoute_BlitFullWindow	worldmap_path
080C0BE8	080BBDA4	272	reloc-unique	MapRoute_BlitScrollEdge	worldmap_path
080C0DA4	080BBF60	348	reloc-unique	MapRoute_Loop	worldmap_path
080C0F00	080BC0BC	56	reloc-unique	MapRoute_StartTransition	worldmap_path
080C0F38	080BC0F4	144	reloc-unique	MapRoute_PrepareTransition	worldmap_path
080C0FC8	080BC184	52	reloc-unique	MapRoute_EnableBGSyncs	worldmap_path
080C1DE8	080BCFDC	56	reloc-unique	GetPlayChapterId	worldmap_path
080C1E54	080BD048	32	reloc-unique	GetNextUnclearedChapter	worldmap_path
080C207C	080BD270	20	reloc-unique	SetGmRNState	worldmap_path
080C2F7C	080BE194	412	reloc-unique	GmMuPrim_FinishMovement	worldmap_mapmu
080C36D4	080BE8E8	48	reloc-unique	PutGMapPINodeName	worldmap_player_interface
080C3744	080BE958	72	reloc-unique	PutGMapPIFace	worldmap_player_interface
080C3864	080BEA78	180	reloc-unique	PutGMapPILevelNumber	worldmap_player_interface
080C39C0	080BEBD4	132	reloc-unique	GMapPI_ShowInit	worldmap_player_interface
080C3A44	080BEC58	96	reloc-unique	GMapPI_ShowLoop	worldmap_player_interface
080C3AA4	080BECB8	276	reloc-unique	GMapPI_TrackCursorLoop	worldmap_player_interface
080C3BC0	080BEDD4	116	reloc-unique	GMapPI_HideLoop	worldmap_player_interface
080C3C34	080BEE48	84	reloc-unique	GMapPI_GetGMapUnitIndexAndFaction	worldmap_player_interface
080C3D58	080BEF6C	76	reloc-unique	GMapPI_WaitForNodeLoop	worldmap_player_interface
080C3DA4	080BEFB8	144	reloc-unique	GMapPI_Init	worldmap_player_interface
080C3F84	080BF198	120	reloc-unique	GmMoveCursor_OnLoop	worldmap_scrollmanage
080C40C4	080BF2D8	152	reloc-unique	GmScrollManage_OnLoop	worldmap_scrollmanage
080C4274	080BF490	24	reloc-unique	CheckGmScrolling	worldmap_scrollmanage
080C51F0	080C040C	192	reloc-unique	GmapLineFade_Init	worldmap_line_fade
080C52B0	080C04CC	40	reloc-unique	GmapLineFade_Loop	worldmap_line_fade
080C57B8	080C09EC	36	reloc-unique	StartWorldmapStatusHelpBox	worldmap_status_ui
080C5810	080C0A44	32	reloc-unique	WorldmapStatus_GetClassDescription	worldmap_status_ui
080C59F4	080C0C28	28	reloc-unique	WorldmapStatus_InitText	worldmap_status_ui
080C5A10	080C0C44	176	reloc-unique	WorldmapStatus_InitDetails	worldmap_status_ui
080C5BBC	080C0DF0	92	reloc-unique	WorldmapStatus_Init	worldmap_status_ui
080C5C24	080C0E58	100	reloc-unique	WorldmapStatus_0	worldmap_status_ui
080C5C88	080C0EBC	68	reloc-unique	WorldmapStatus_PutTimeAndGold	worldmap_status_ui
080C5CCC	080C0F00	164	reloc-unique	WorldmapStatus_Loop_KeyHandler	worldmap_status_ui
080C64B0	080C16F4	48	reloc-unique	GetWmMonsterGenAmount	worldmap_timemons
080C64E0	080C1724	80	reloc-unique	GenerateRandomonsterMergeNode	worldmap_timemons
080C6530	080C1774	372	reloc-unique	GenerateRandomonsterMergeConf	worldmap_timemons
080C7EDC	080C3124	132	reloc-unique	GmapAutoMu_OnEnd	worldmap_automu
080C7F7C	080C31C4	28	reloc-unique	GmapAutoMu_0	worldmap_automu
080C7F98	080C31E0	28	reloc-unique	GmapAutoMu_1	worldmap_automu
080C7FD8	080C3220	36	reloc-unique	GmapAutoMu_StartFadeIn	worldmap_automu
080C7FFC	080C3244	32	reloc-unique	GmapAutoMu_StartFadeOut	worldmap_automu
080C94A8	080C46F0	72	reloc-unique	EndingCredits_0	ending_credits
080C94F0	080C4738	120	reloc-unique	EndingCredits_ShowCopyright	ending_credits
080C9568	080C47B0	68	reloc-unique	EndingCredits_AwaitInputForEnd	ending_credits
080C95AC	080C47F4	132	reloc-unique	EndingCredits_OnEnd	ending_credits
080C9644	080C488C	100	reloc-unique	OpSubtitle_InitBgFromCommGfx	opsubtitle
080C96A8	080C48F0	40	reloc-unique	OpSubtitle_FillBgIncrementalTiles	opsubtitle
080C96D0	080C4918	44	reloc-unique	OpSubtitle_HandleStartPress	opsubtitle
080C9A18	080C4C60	112	reloc-unique	OpSubtitle_LoadSlideToBg0	opsubtitle
080C9A88	080C4CD0	132	reloc-unique	OpSubtitle_LoadSlideToBg0AndBg1	opsubtitle
080C9B0C	080C4D54	76	reloc-unique	OpSubtitle_LoadTitleSlide	opsubtitle
080C9B58	080C4DA0	120	reloc-unique	OpSubtitle_FadeInSlide_Loop	opsubtitle
080C9BD0	080C4E18	172	reloc-unique	OpSubtitle_FadeOutSlideAndAdvance_Loop	opsubtitle
080C9C7C	080C4EC4	156	reloc-unique	OpSubtitle_FadeOutSlideToTitle_Loop	opsubtitle
080C9D18	080C4F60	188	reloc-unique	OpSubtitle_BlendFadeInSlide_Loop	opsubtitle
080C9E58	080C50A0	100	reloc-unique	OpSubtitle_SetupScrollTextBgs	opsubtitle
080C9EBC	080C5104	164	reloc-unique	OpSubtitle_FadeInScrollTextPal_Loop	opsubtitle
080C9F60	080C51A8	32	reloc-unique	OpSubtitle_ReloadTitleSlide	opsubtitle
080C9FD0	080C5218	272	reloc-unique	OpSubtitle_SetupTitleBgs	opsubtitle
080CA0E0	080C5328	72	reloc-unique	OpSubtitle_ClearTileAndDisableTitleBg2	opsubtitle
080CA128	080C5370	28	reloc-unique	OpSubtitle_BackupPalette	opsubtitle
080CA144	080C538C	116	reloc-unique	OpSubtitle_FadeOutWholePalette_Loop	opsubtitle
080CA318	080C5548	56	reloc-unique	Title_SetBg2AffineScale	titlescreen
080CA350	080C5580	36	reloc-unique	SkipTitleFx_Loop_KeyListener	titlescreen
080CA39C	080C55CC	296	reloc-unique	Title_Init	titlescreen
080CA640	080C5870	92	reloc-unique	Title_EnableMainScreenDisplay	titlescreen
080CAEC0	080C60CC	52	reloc-unique	Title_ClearLightExplosionScratch	titlescreen
080CB2A0	080C6354	112	reloc-unique	Title_IDLE	titlescreen
080CB31C	080C63D0	84	reloc-unique	Title_RestartProc	titlescreen
080CBDBC	080C6EB0	72	reloc-unique	OpAnimBldAlphaMain	opanim-main
080CBE1C	080C6F10	96	reloc-unique	OpAnimUpdateScreen1	opanim-main
080CBE7C	080C6F70	224	reloc-unique	OpAnimWorldMapfxMain	opanim-main
080CBF5C	080C7050	352	reloc-unique	OpAnimSetupCharacterScene	opanim-main
080CC2C0	080C73B0	608	reloc-unique	OpAnimPreparefxEphraim	opanim-main
080CC528	080C7618	104	reloc-unique	OpAnimMergeBGProcUpdateBgPalette	opanim-main
080CC590	080C7680	72	reloc-unique	OpAnimDrawSplitLine	opanim-main
080CC5D8	080C76C8	380	reloc-unique	OpAnimEphraimfxFlyIn	opanim-main
080CC810	080C7900	244	reloc-unique	OpAnimEphraimSetupSplitWindow	opanim-main
080CC904	080C79F4	144	reloc-unique	OpAnim1AdvanceSplitLine	opanim-main
080CD474	080C84D8	124	reloc-unique	OpAnimFadeToBlack	opanim-main
080D11C8	080CC4AC	264	reloc-unique	PromoMain_InitScreen	classchg-main
080D18D0	080CCBD4	32	reloc-unique	ClassChgLoadEfxTerrain	classchg-sel
080D18F0	080CCBF4	56	reloc-unique	ClassChgLoadUI	classchg-sel
080D1928	080CCC2C	120	reloc-unique	ClassChgSelDrawPidName	classchg-sel
080D1C68	080CCF60	180	reloc-unique	ClassChgSel_InitDescAndBg	classchg-sel
080D1ECC	080CD1D4	68	reloc-unique	ClassChgSel_OnEndCleanupBm	classchg-sel
080D1F10	080CD218	124	reloc-unique	PrepClassChgOnCancel	classchg-sel
080D2260	080CD570	168	reloc-unique	LoadClassBattleSprite	classchg-sel
080D231C	080CD62C	44	reloc-unique	RefreshBMapDisplay_FromPromotion	classchg-event
080D23A0	080CD6B0	224	reloc-unique	PromoTrainee_InitScreen	classchg-event
080D2480	080CD790	108	reloc-unique	PromoTrainee_OnEnd	classchg-event
080D24EC	080CD7FC	156	reloc-unique	PromoTrainee_Talk1	classchg-event
080D2588	080CD898	96	reloc-ambiguous	PromoTrainee_Talk2	classchg-event
080D2588	080CD8F8	96	reloc-ambiguous	PromoTrainee_Talk3	classchg-event
080D2588	080CD958	96	reloc-ambiguous	PromoTrainee_Talk4	classchg-event
080D26A8	080CD9B8	116	reloc-unique	PromoTrainee_Talk5	classchg-event
080D2824	080CDB34	224	reloc-unique	ClassChgMenuItem_OnSelect	classchg-menuselect
080D2904	080CDC14	52	reloc-unique	ClassChgMenuSelOnPressB	classchg-menuselect
080D2AEC	080CDDF0	132	reloc-unique	ClassChgExecPromotionReal	classchg-postconfirm
080D2C48	080CDF4C	44	reloc-unique	IsGuideLocked	bmguide
080D2C84	080CDF88	448	reloc-unique	GuideSpriteDraw_Loop	bmguide
080D2EBC	080CE1C0	136	reloc-unique	PutGuideCategoryName	bmguide
080D3658	080CE95C	140	reloc-unique	GuideDetailsRedraw_Init	bmguide
080D36E4	080CE9E8	256	reloc-unique	GuideDetailsRedraw_Loop	bmguide
080D4158	080CF460	32	reloc-unique	BmGuideTextSetAllGreen	bmguide
080D4178	080CF480	56	reloc-unique	BmGuideTextShowGreenOrNormal	bmguide
080D5248	080D0550	20	reloc-ambiguous	ClearChain	m4a
080D5248	080D0564	20	reloc-ambiguous	Clear64byte	m4a
080D5368	080D0670	164	reloc-unique	SampleFreqSet	m4a
080D54A4	080D07AC	84	reloc-unique	SoundClear	m4a
080D6240	080D1548	32	reloc-unique	ply_xcmd	m4a
